rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,record_type,member_level,url,nid,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,disabled,Country Name,GDP (current US$),GDP growth (annual %),GDP per capita (current US$),"Inflation, consumer prices (annual %)","Population, total","Unemployment, total (% of total labor force) (national estimate)",Urban population (% of total population)
710,71,Boston University,67.5,710,55.9,78,56.1,103,92.9,110,41.1,830,65.9,391,private,0,/world-university-rankings/boston-university,518,United States,"27,243",10.8,31%,59:41:00,Boston University,"Other Health,Politics & International Studies (incl Development Studies),Sociology,Mechanical & Aerospace Engineering,Education,Languages, Literature & Linguistics,Geography,Psychology,General Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Chemistry,Computer Science,Art, Performing Arts & Design,Mathematics & Statistics,Biological Sciences,Medicine & Dentistry,History, Philosophy & Theology,Physics & Astronomy,Architecture,Electrical & Electronic Engineering,Business & Management,Economics & Econometrics,Archaeology,Communication & Media Studies,Law",False,False,False,United States,27400000000000.0,2.542700299,81695.18707,4.116338384,334914895.0,3.638,83.298
720,71,UNSW Sydney,67.5,720,51.1,105,59.0,84,85.9,222,63.5,241,95.1,42,master_account,6,/world-university-rankings/unsw-sydney,638,Australia,"45,133",36.3,40%,47:53:00,UNSW Sydney unsw australia unsw,"Medicine & Dentistry,Other Health,Chemistry,General Engineering,History, Philosophy & Theology,Architecture,Psychology,Sport Science,Education,Biological Sciences,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Sociology,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Chemical Engineering,Electrical & Electronic Engineering,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Accounting & Finance,Geography,Communication & Media Studies,Computer Science,Law,Civil Engineering,Business & Management,Physics & Astronomy",False,False,False,Australia,1720000000000.0,3.016988104,64711.7656,5.597014925,26638544.0,3.668,86.617
730,73,Charité - Universitätsmedizin Berlin,67.2,730,48.5,120,52.2,124,98.8,30,87.1,85,69.3,351,master_account,0,/world-university-rankings/charite-universitatsmedizin-berlin,131692,Germany,"8,429",18.0,21%,64:36:00,Charité - Universitätsmedizin Berlin,"Medicine & Dentistry,Other Health",False,False,False,Germany,4460000000000.0,-0.304934576,52745.75571,5.946436677,84482267.0,3.068,77.765
740,74,University of Science and Technology of China,67.1,740,65.0,47,64.9,63,78.8,347,69.4,199,36.9,1047,master_account,11,/world-university-rankings/university-science-and-technology-china,656,China,"18,573",8.1,6%,,University of Science and Technology of China USTC China University of Science and Technology,"Computer Science,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Chemistry,Other Health,Physics & Astronomy,Chemical Engineering,Business & Management,History, Philosophy & Theology,Accounting & Finance,Economics & Econometrics,Mathematics & Statistics,Law,Communication & Media Studies,Electrical & Electronic Engineering,General Engineering,Archaeology",False,False,False,China,17800000000000.0,5.2,12614.06099,0.234836829,1410710000.0,..,64.57
750,75,University of Groningen,66.6,750,45.4,155,57.6,96,90.4,139,75.8,150,89.8,111,master_account,11,/world-university-rankings/university-groningen,598,Netherlands,"30,009",24.4,28%,52:48:00,University of Groningen,"Sociology,Other Health,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Archaeology,Medicine & Dentistry,Geography,Law,Psychology,Mathematics & Statistics,Chemistry,History, Philosophy & Theology,Accounting & Finance,Politics & International Studies (incl Development Studies),General Engineering,Chemical Engineering,Languages, Literature & Linguistics,Education,Computer Science,Biological Sciences,Communication & Media Studies,Business & Management",False,False,False,Netherlands,1120000000000.0,0.116008635,62536.73203,3.838393543,17879488.0,3.537,93.179
760,76,University of Bristol,66.5,760,43.8,173,53.4,118,98.6,34,43.5,642,89.4,117,master_account,11,/world-university-rankings/university-bristol,530,United Kingdom,"25,680",14.6,31%,56:44:00,University of Bristol,"Computer Science,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Other Health,Mathematics & Statistics,Psychology,Art, Performing Arts & Design,Chemistry,Accounting & Finance,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Geography,General Engineering,Communication & Media Studies,Medicine & Dentistry,Veterinary Science,Sociology,Archaeology,Civil Engineering,Education,History, Philosophy & Theology,Biological Sciences,Law,Physics & Astronomy,Business & Management",False,False,False,United Kingdom,3340000000000.0,0.104017849,48866.60396,6.793967068,68350000.0,4.025,84.642
770,77,Leiden University,66.4,770,43.2,185,64.4,65,86.6,209,68.4,206,85.4,162,master_account,6,/world-university-rankings/leiden-university,543,Netherlands,"33,648",19.3,20%,60:40:00,Leiden University,"Biological Sciences,Psychology,Mathematics & Statistics,Languages, Literature & Linguistics,Chemistry,Computer Science,Education,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Physics & Astronomy,Architecture,Communication & Media Studies,Other Health,Law,Archaeology,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Sociology",False,False,False,Netherlands,1120000000000.0,0.116008635,62536.73203,3.838393543,17879488.0,3.537,93.179
780,78,Yonsei University (Seoul campus),66.3,780,67.0,41,68.9,55,63.9,593,94.8,41,52.8,611,master_account,0,/world-university-rankings/yonsei-university-seoul-campus,622314,South Korea,"19,481",14.7,17%,50:50:00,Yonsei University (Seoul campus),"Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,History, Philosophy & Theology,Business & Management,Medicine & Dentistry,Chemistry,Communication & Media Studies,Architecture,Chemical Engineering,General Engineering,Biological Sciences,Mechanical & Aerospace Engineering,Accounting & Finance,Sport Science,Psychology,Civil Engineering,Electrical & Electronic Engineering,Economics & Econometrics,Sociology,Law,Physics & Astronomy,Education,Computer Science,Other Health,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Languages, Literature & Linguistics",False,False,False,,,,,,,,
790,79,The Hong Kong Polytechnic University,65.8,790,46.6,138,57.0,98,86.7,206,56.0,306,97.6,16,master_account,11,/world-university-rankings/hong-kong-polytechnic-university,723,Hong Kong,"19,046",28.9,30%,51:49:00,The Hong Kong Polytechnic University PolyU Poly U HK PolyU,"Chemical Engineering,Psychology,Sociology,Other Health,Art, Performing Arts & Design,Mathematics & Statistics,Mechanical & Aerospace Engineering,Computer Science,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Business & Management,Chemistry,General Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Civil Engineering,Economics & Econometrics,History, Philosophy & Theology,Accounting & Finance,Communication & Media Studies,Biological Sciences",False,False,False,,,,,,,,
800,80,Erasmus University Rotterdam,65.7,800,38.6,268,57.1,97,95.6,84,64.4,238,89.7,113,master_account,1,/world-university-rankings/erasmus-university-rotterdam,621,Netherlands,"31,668",33.9,22%,53:47:00,Erasmus University Rotterdam,"Communication & Media Studies,Economics & Econometrics,Medicine & Dentistry,Accounting & Finance,History, Philosophy & Theology,Other Health,Biological Sciences,Education,Mathematics & Statistics,Business & Management,Art, Performing Arts & Design,Psychology,Politics & International Studies (incl Development Studies),Law,Sociology",False,False,False,Netherlands,1120000000000.0,0.116008635,62536.73203,3.838393543,17879488.0,3.537,93.179
810,81,University of Wisconsin-Madison,65.5,810,59.7,60,62.9,71,78.7,350,48.4,446,51.8,632,public,0,/world-university-rankings/university-wisconsin-madison,491,United States,"40,701",10.0,14%,,University of Wisconsin-Madison,"Politics & International Studies (incl Development Studies),Agriculture & Forestry,Electrical & Electronic Engineering,Other Health,Business & Management,Computer Science,Communication & Media Studies,Education,Mathematics & Statistics,Languages, Literature & Linguistics,Physics & Astronomy,Law,Architecture,Geography,Sport Science,Medicine & Dentistry,Art, Performing Arts & Design,Sociology,Accounting & Finance,Chemical Engineering,Chemistry,Veterinary Science,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,General Engineering,Economics & Econometrics,Civil Engineering,Biological Sciences,Psychology",False,False,False,United States,27400000000000.0,2.542700299,81695.18707,4.116338384,334914895.0,3.638,83.298
820,82,Emory University,65.3,820,54.8,86,46.0,172,98.0,45,48.6,438,59.8,482,private,0,/world-university-rankings/emory-university,539,United States,"13,190",4.2,20%,60:40:00,Emory University,"Other Health,Sociology,Medicine & Dentistry,Politics & International Studies (incl Development Studies),General Engineering,Law,Computer Science,Business & Management,Mathematics & Statistics,Accounting & Finance,Biological Sciences,Psychology,Physics & Astronomy,Economics & Econometrics,Art, Performing Arts & Design,Chemistry,History, Philosophy & Theology,Communication & Media Studies,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences",False,False,False,United States,27400000000000.0,2.542700299,81695.18707,4.116338384,334914895.0,3.638,83.298
830,82,University of Glasgow,65.3,830,43.3,182,50.8,133,96.5,72,41.9,759,93.8,66,master_account,11,/world-university-rankings/university-glasgow,566,United Kingdom,"28,540",13.5,41%,59:41:00,University of Glasgow,"General Engineering,Agriculture & Forestry,Sociology,Architecture,Physics & Astronomy,Business & Management,Art, Performing Arts & Design,Electrical & Electronic Engineering,Biological Sciences,Geography,Computer Science,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Mathematics & Statistics,Psychology,Languages, Literature & Linguistics,Sport Science,Education,Archaeology,Chemistry,Accounting & Finance,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Veterinary Science,Law,Other Health,Civil Engineering,Communication & Media Studies",False,False,False,United Kingdom,3340000000000.0,0.104017849,48866.60396,6.793967068,68350000.0,4.025,84.642
840,82,University of Zurich,65.3,840,51.5,100,50.7,135,87.5,198,57.6,294,93.0,81,master_account,0,/world-university-rankings/university-zurich,525,Switzerland,"25,003",13.7,22%,56:44:00,University of Zurich,"Veterinary Science,Accounting & Finance,Languages, Literature & Linguistics,Art, Performing Arts & Design,Psychology,Law,Mathematics & Statistics,Physics & Astronomy,Business & Management,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Other Health,Computer Science,History, Philosophy & Theology,Geography,Education,Politics & International Studies (incl Development Studies),Communication & Media Studies,Sociology,Agriculture & Forestry,Biological Sciences,Economics & Econometrics,Archaeology,Chemistry",False,False,False,Switzerland,885000000000.0,0.716066869,99994.93802,2.13540088,8849852.0,4.043,74.202
850,85,McMaster University,65.1,850,42.7,190,51.1,132,94.6,96,89.9,66,84.7,166,master_account,11,/world-university-rankings/mcmaster-university,529,Canada,"26,403",29.0,20%,56:44:00,McMaster University,"Medicine & Dentistry,Biological Sciences,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Civil Engineering,Archaeology,Chemical Engineering,Sociology,Chemistry,Accounting & Finance,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,General Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Art, Performing Arts & Design,Electrical & Electronic Engineering,Communication & Media Studies,Computer Science,Sport Science,Business & Management,Other Health,Mathematics & Statistics,Psychology,Physics & Astronomy,Geography",False,False,False,Canada,2140000000000.0,1.065994453,53371.69743,3.879001598,40097761.0,5.415,81.862
860,86,Humboldt University of Berlin,64.9,860,55.2,83,64.3,66,75.6,397,42.8,699,70.5,338,master_account,0,/world-university-rankings/humboldt-university-berlin,573,Germany,"34,399",53.2,17%,,Humboldt University of Berlin,"Politics & International Studies (incl Development Studies),Geography,Sociology,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Sport Science,Physics & Astronomy,Medicine & Dentistry,Other Health,Art, Performing Arts & Design,Economics & Econometrics,Mathematics & Statistics,Law,Chemistry,History, Philosophy & Theology,Education,Agriculture & Forestry,Psychology,Business & Management,Languages, Literature & Linguistics,Computer Science,Accounting & Finance,Archaeology,Communication & Media Studies",False,False,False,Germany,4460000000000.0,-0.304934576,52745.75571,5.946436677,84482267.0,3.068,77.765
870,86,University of Tübingen,64.9,870,51.1,104,58.2,93,84.5,242,79.9,116,64.1,423,master_account,0,/world-university-rankings/university-tubingen,652,Germany,"20,620",27.5,13%,59:41:00,University of Tübingen,"Archaeology,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Sport Science,History, Philosophy & Theology,Psychology,Medicine & Dentistry,Physics & Astronomy,Mathematics & Statistics,Chemistry,Sociology,Biological Sciences,Education,Communication & Media Studies,Business & Management,Computer Science,Accounting & Finance,Other Health,Geography,Economics & Econometrics,Law,Geology, Environmental, Earth & Marine Sciences",False,False,False,Germany,4460000000000.0,-0.304934576,52745.75571,5.946436677,84482267.0,3.068,77.765
880,88,University of Adelaide,64.7,880,42.7,189,51.8,126,92.2,118,65.3,228,93.6,69,master_account,11,/world-university-rankings/university-adelaide,665,Australia,"23,102",32.8,32%,49:51:00,University of Adelaide Adelaide University,"Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Medicine & Dentistry,History, Philosophy & Theology,Chemical Engineering,Politics & International Studies (incl Development Studies),Civil Engineering,Sociology,Chemistry,Languages, Literature & Linguistics,Law,Mathematics & Statistics,Physics & Astronomy,Veterinary Science,Education,Psychology,Other Health,Computer Science,Biological Sciences,Economics & Econometrics,Business & Management,Architecture,Accounting & Finance,General Engineering,Communication & Media Studies,Mechanical & Aerospace Engineering,Geography,Art, Performing Arts & Design",False,False,False,Australia,1720000000000.0,3.016988104,64711.7656,5.597014925,26638544.0,3.668,86.617
890,89,University of Bonn,64.6,890,51.6,98,56.1,102,86.0,216,55.0,320,68.7,359,master_account,0,/world-university-rankings/university-bonn,868,Germany,"27,210",47.5,17%,56:44:00,University of Bonn,"Physics & Astronomy,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Communication & Media Studies,Languages, Literature & Linguistics,Computer Science,Chemistry,Agriculture & Forestry,Archaeology,Biological Sciences,History, Philosophy & Theology,Business & Management,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Law,Geography,Sociology,Mathematics & Statistics,Other Health,Psychology",False,False,False,Germany,4460000000000.0,-0.304934576,52745.75571,5.946436677,84482267.0,3.068,77.765
900,90,Sorbonne University,64.5,900,58.7,67,58.3,90,76.6,379,40.0,973,72.3,317,master_account,0,/world-university-rankings/sorbonne-university,644699,France,"41,443",13.9,21%,59:41:00,Sorbonne University,"General Engineering,Communication & Media Studies,Electrical & Electronic Engineering,Sociology,Archaeology,Biological Sciences,Chemistry,Mechanical & Aerospace Engineering,Geography,Languages, Literature & Linguistics,Civil Engineering,Education,Medicine & Dentistry,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Computer Science,History, Philosophy & Theology,Chemical Engineering,Business & Management,Other Health,Physics & Astronomy",False,False,False,France,3030000000000.0,0.703718547,44460.81785,4.878357265,68170228.0,7.335,81.777
910,91,Free University of Berlin,64.2,910,54.2,91,62.4,72,74.8,415,41.7,777,76.4,260,master_account,0,/world-university-rankings/free-university-berlin,617,Germany,"26,497",41.9,23%,62:38:00,Free University of Berlin,"Communication & Media Studies,Computer Science,Chemistry,Mathematics & Statistics,Economics & Econometrics,Languages, Literature & Linguistics,Sociology,Biological Sciences,Accounting & Finance,Psychology,Geography,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Business & Management,Veterinary Science,Physics & Astronomy,Law,Education,Politics & International Studies (incl Development Studies)",False,False,False,Germany,4460000000000.0,-0.304934576,52745.75571,5.946436677,84482267.0,3.068,77.765
920,91,Korea Advanced Institute of Science and Technology (KAIST),64.2,920,64.5,49,66.0,60,65.7,560,100.0,3,38.2,1007,master_account,0,/world-university-rankings/korea-advanced-institute-science-and-technology-kaist,558,South Korea,"9,946",10.7,9%,0.929861111,Korea Advanced Institute of Science and Technology (KAIST),"History, Philosophy & Theology,Electrical & Electronic Engineering,Sport Science,Languages, Literature & Linguistics,Chemical Engineering,Sociology,Computer Science,Mathematics & Statistics,Education,Archaeology,Veterinary Science,Law,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Communication & Media Studies,Architecture,Chemistry,Medicine & Dentistry,Biological Sciences,Psychology,Civil Engineering,Politics & International Studies (incl Development Studies),Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Other Health,Physics & Astronomy,Economics & Econometrics",False,False,False,,,,,,,,
930,93,Université Paris-Saclay,63.9,930,56.7,74,55.2,109,79.1,342,54.6,329,69.7,346,master_account,0,/world-university-rankings/universite-paris-saclay,699920,France,"44,443",14.9,19%,49:51:00,Université Paris-Saclay,"Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Computer Science,Mathematics & Statistics,Languages, Literature & Linguistics,Agriculture & Forestry,Education,Economics & Econometrics,Architecture,Biological Sciences,Law,Other Health,Sport Science,Accounting & Finance,General Engineering,Chemistry,Mechanical & Aerospace Engineering,Communication & Media Studies,Art, Performing Arts & Design,Civil Engineering,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Physics & Astronomy,Business & Management,History, Philosophy & Theology,Chemical Engineering,Sociology",False,False,False,France,3030000000000.0,0.703718547,44460.81785,4.878357265,68170228.0,7.335,81.777
940,94,University of Bern,63.7,940,46.0,145,46.5,162,90.7,133,86.3,88,88.2,134,master_account,0,/world-university-rankings/university-bern,576,Switzerland,"11,728",17.2,17%,58:42:00,University of Bern,"Art, Performing Arts & Design,Biological Sciences,Geography,Languages, Literature & Linguistics,Sport Science,Psychology,History, Philosophy & Theology,Physics & Astronomy,Education,Computer Science,Communication & Media Studies,Medicine & Dentistry,Chemistry,Business & Management,Archaeology,Mathematics & Statistics,Accounting & Finance,General Engineering,Sociology,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Veterinary Science,Law,Other Health,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics",False,False,False,Switzerland,885000000000.0,0.716066869,99994.93802,2.13540088,8849852.0,4.043,74.202
950,95,"University of California, Irvine",63.6,950,43.5,176,51.6,127,93.6,102,59.4,277,73.2,295,public,0,/world-university-rankings/university-california-irvine,550,United States,"36,655",16.9,28%,52:48:00,"University of California, Irvine","Medicine & Dentistry,Business & Management,Chemistry,Civil Engineering,Languages, Literature & Linguistics,Accounting & Finance,General Engineering,Chemical Engineering,Education,Architecture,Mathematics & Statistics,Art, Performing Arts & Design,Sociology,Economics & Econometrics,Electrical & Electronic Engineering,Psychology,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Biological Sciences,Computer Science,Law,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Other Health,Physics & Astronomy",False,False,False,United States,27400000000000.0,2.542700299,81695.18707,4.116338384,334914895.0,3.638,83.298
