rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,record_type,member_level,url,nid,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,disabled,apply_link,cta_button/link,cta_button/text
290,29,University of Edinburgh,79.8,290,66.9,42,74.5,44,97.1,58,40.9,852,95.6,37,master_account,0,/world-university-rankings/university-edinburgh,500,United Kingdom,"32,845",11.8,47%,62 : 38,University of Edinburgh,"History, Philosophy & Theology,Civil Engineering,Politics & International Studies (incl Development Studies),Computer Science,Psychology,Archaeology,Art, Performing Arts & Design,Biological Sciences,Business & Management,Medicine & Dentistry,Economics & Econometrics,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,General Engineering,Law,Chemistry,Architecture,Agriculture & Forestry,Languages, Literature & Linguistics,Physics & Astronomy,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Sociology,Chemical Engineering,Accounting & Finance,Education,Other Health,Veterinary Science,Sport Science,Geography",false,false,false,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-61465682,https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-61465682,Admissions Support
300,30,Technical University of Munich,79.3,300,69.8,34,82.2,28,84.5,241,100.0,8,77.7,241,master_account,6,/world-university-rankings/technical-university-munich,552,Germany,"33,960",40.6,36%,37 : 63,Technical University of Munich,"Medicine & Dentistry,Politics & International Studies (incl Development Studies),General Engineering,Accounting & Finance,Chemistry,Electrical & Electronic Engineering,Other Health,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Sport Science,Mathematics & Statistics,Architecture,Physics & Astronomy,Civil Engineering,Business & Management,Agriculture & Forestry,Education,Chemical Engineering,Computer Science,Sociology,Mechanical & Aerospace Engineering",false,false,false,,,
310,31,University of Hong Kong,78.5,310,65.6,45,74.1,46,92.4,115,60.6,268,98.7,8,master_account,11,/world-university-rankings/university-hong-kong,498,Hong Kong,"18,087",18.2,43%,54 : 46,University of Hong Kong,"Physics & Astronomy,Education,Mathematics & Statistics,Languages, Literature & Linguistics,Business & Management,Biological Sciences,Accounting & Finance,Civil Engineering,Communication & Media Studies,Law,History, Philosophy & Theology,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Other Health,Geology, Environmental, Earth & Marine Sciences,Psychology,Chemistry,Politics & International Studies (incl Development Studies),Computer Science,General Engineering,Economics & Econometrics,Art, Performing Arts & Design,Sociology,Geography,Agriculture & Forestry,Medicine & Dentistry,Architecture",false,false,false,,,
320,32,"University of California, San Diego",78.1,320,60.2,55,77.2,35,98.2,42,93.0,54,67.8,372,public,0,/world-university-rankings/university-california-san-diego,497,United States,"37,030",11.3,28%,48 : 52,"University of California, San Diego","Physics & Astronomy,Accounting & Finance,Electrical & Electronic Engineering,Medicine & Dentistry,Art, Performing Arts & Design,Education,Communication & Media Studies,General Engineering,Mechanical & Aerospace Engineering,Computer Science,Psychology,Geology, Environmental, Earth & Marine Sciences,Business & Management,Chemical Engineering,Languages, Literature & Linguistics,Chemistry,Other Health,Biological Sciences,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Civil Engineering,Sociology,Economics & Econometrics,Mathematics & Statistics",false,false,false,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-62118223,https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-62118223,Admissions Support
330,33,LMU Munich,77.7,330,67.3,36,78.3,33,87.4,199,100.0,4,70.5,339,master_account,6,/world-university-rankings/lmu-munich,509,Germany,"35,003",34.2,19%,61 : 39,LMU Munich Ludwig-Maximilians-Universität München,"Biological Sciences,Art, Performing Arts & Design,Psychology,Communication & Media Studies,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Chemistry,Computer Science,Other Health,Law,Sociology,Education,Business & Management,Medicine & Dentistry,Mathematics & Statistics,Veterinary Science,History, Philosophy & Theology,Geography,Physics & Astronomy,Economics & Econometrics,Archaeology,Geology, Environmental, Earth & Marine Sciences",false,false,false,,,
340,34,University of Melbourne,77.6,340,67.1,40,75.9,40,85.8,225,78.1,130,93.6,72,master_account,0,/world-university-rankings/university-melbourne,501,Australia,"49,588",23.8,47%,58 : 42,University of Melbourne UniMelb Australia,"Communication & Media Studies,Medicine & Dentistry,Computer Science,Economics & Econometrics,Civil Engineering,Physics & Astronomy,History, Philosophy & Theology,Architecture,Chemical Engineering,Accounting & Finance,Sociology,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Biological Sciences,Agriculture & Forestry,Archaeology,Mathematics & Statistics,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Veterinary Science,Geography,Languages, Literature & Linguistics,Law,Education,Sport Science,Electrical & Electronic Engineering,Chemistry,Psychology,General Engineering,Business & Management",false,false,false,https://www.timeshighereducation.com/student/register-interest/aecc?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-84190491,,
350,35,King’s College London,77.1,350,58.0,70,72.9,50,98.2,43,45.6,537,96.1,29,master_account,0,/world-university-rankings/kings-college-london,520,United Kingdom,"28,965",11.8,52%,63 : 37,King’s College London,"Sport Science,History, Philosophy & Theology,Education,Sociology,Business & Management,Biological Sciences,Chemistry,Mechanical & Aerospace Engineering,Economics & Econometrics,Law,Medicine & Dentistry,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Other Health,Communication & Media Studies,Geography,Physics & Astronomy,Languages, Literature & Linguistics,Computer Science,Psychology,Accounting & Finance,General Engineering,Politics & International Studies (incl Development Studies),Archaeology,Mathematics & Statistics,Electrical & Electronic Engineering",false,false,false,,https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-27192485,Admissions Support
360,36,"Nanyang Technological University, Singapore",77.0,360,60.9,52,77.9,34,87.2,201,84.5,96,94.5,53,master_account,6,/world-university-rankings/nanyang-technological-university-singapore,634,Singapore,"24,651",15.1,25%,48 : 52,"Nanyang Technological University, Singapore NTU Nan yang","Psychology,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Politics & International Studies (incl Development Studies),Computer Science,Biological Sciences,General Engineering,History, Philosophy & Theology,Communication & Media Studies,Electrical & Electronic Engineering,Accounting & Finance,Mathematics & Statistics,Sport Science,Medicine & Dentistry,Chemistry,Sociology,Civil Engineering,Art, Performing Arts & Design,Economics & Econometrics,Business & Management,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Other Health,Physics & Astronomy,Education",false,false,false,,,
370,37,London School of Economics and Political Science,76.5,370,59.2,61,74.3,45,95.1,90,37.8,1349,92.8,84,master_account,0,/world-university-rankings/london-school-economics-and-political-science,511,United Kingdom,"11,120",11.9,73%,55 : 45,London School of Economics and Political Science,"Mathematics & Statistics,Accounting & Finance,Geography,Law,Sociology,Politics & International Studies (incl Development Studies),Communication & Media Studies,Psychology,Languages, Literature & Linguistics,Business & Management,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology",false,false,false,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-89868061,https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-89868061,Admissions Support
380,38,Georgia Institute of Technology,76.0,380,60.2,56,75.9,39,91.4,127,64.9,234,81.2,205,public,0,/world-university-rankings/georgia-institute-technology,488,United States,"28,826",24.7,40%,33 : 67,Georgia Institute of Technology,"Chemistry,General Engineering,Biological Sciences,Mathematics & Statistics,Sociology,Other Health,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Agriculture & Forestry,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Geography,Mechanical & Aerospace Engineering,Economics & Econometrics,Computer Science,Psychology,Business & Management,Architecture,Civil Engineering,Chemical Engineering,Communication & Media Studies,Physics & Astronomy,Languages, Literature & Linguistics",false,false,false,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-55860137,https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-55860137,Admissions Support
390,39,The University of Tokyo,75.9,390,88.1,11,91.4,16,55.5,754,86.7,87,43.3,860,master_account,0,/world-university-rankings/university-tokyo,494,Japan,"26,112",10.5,15%,,The University of Tokyo,"Art, Performing Arts & Design,General Engineering,Mathematics & Statistics,Psychology,Computer Science,Biological Sciences,Geography,Electrical & Electronic Engineering,Communication & Media Studies,Economics & Econometrics,Medicine & Dentistry,Veterinary Science,Law,Languages, Literature & Linguistics,Chemical Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Business & Management,Other Health,Chemistry,Architecture,Civil Engineering,Sport Science,Education,Mechanical & Aerospace Engineering,Physics & Astronomy,Accounting & Finance,Archaeology,Agriculture & Forestry,Sociology",false,false,false,,,
400,40,University of British Columbia,75.7,400,62.9,50,73.1,48,88.8,169,47.9,459,94.8,47,master_account,0,/world-university-rankings/university-british-columbia,486,Canada,"56,452",18.9,34%,55 : 45,University of British Columbia,"Accounting & Finance,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Other Health,Medicine & Dentistry,Sociology,Computer Science,Art, Performing Arts & Design,Education,Mathematics & Statistics,Economics & Econometrics,Law,Chemical Engineering,Biological Sciences,Languages, Literature & Linguistics,Sport Science,Politics & International Studies (incl Development Studies),Architecture,General Engineering,Business & Management,Psychology,Physics & Astronomy,Geography,Agriculture & Forestry,Archaeology,Electrical & Electronic Engineering,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Chemistry",false,false,false,https://www.timeshighereducation.com/student/register-interest/applyboard?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-91511981,,
410,41,École Polytechnique Fédérale de Lausanne,75.4,410,65.6,44,70.7,53,84.5,239,71.7,182,98.0,12,master_account,0,/world-university-rankings/ecole-polytechnique-federale-de-lausanne,510,Switzerland,"11,641",12.3,62%,30 : 70,École Polytechnique Fédérale de Lausanne,"Sport Science,Biological Sciences,Chemistry,Electrical & Electronic Engineering,Accounting & Finance,Civil Engineering,Computer Science,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Architecture,Mathematics & Statistics,General Engineering,Physics & Astronomy,Mechanical & Aerospace Engineering,Business & Management",false,false,false,,,
420,42,KU Leuven,74.6,420,59.7,59,74.9,42,86.7,207,99.2,21,76.8,253,master_account,0,/world-university-rankings/ku-leuven,531,Belgium,"47,663",36.5,18%,51 : 49,KU Leuven,"Art, Performing Arts & Design,Chemical Engineering,Electrical & Electronic Engineering,Communication & Media Studies,Medicine & Dentistry,Mathematics & Statistics,Accounting & Finance,General Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Physics & Astronomy,Business & Management,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Architecture,Sport Science,Education,Archaeology,Biological Sciences,Psychology,History, Philosophy & Theology,Agriculture & Forestry,Law,Computer Science,Chemistry,Economics & Econometrics,Civil Engineering,Sociology,Geography",false,false,false,,https://www.timeshighereducation.com/student/free-documents-verification-service?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-14499434,Verify Documents
